STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,icha11_hc,Classification of health care functions - SHA 2011,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),LT,Lithuania,2022,,2316.29,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),LT,Lithuania,2023,,2414.94,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),LT,Lithuania,2024,,2635.33,,p,provisional,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),LU,Luxembourg,2013,,3402.5,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),LU,Luxembourg,2014,,3444.75,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),LU,Luxembourg,2015,,3437.52,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),LU,Luxembourg,2016,,3452.81,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),LU,Luxembourg,2017,,3514.1,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),LU,Luxembourg,2018,,3691.42,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),LU,Luxembourg,2019,,3741.21,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),LU,Luxembourg,2020,,3810.79,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),LU,Luxembourg,2021,,4126.51,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),LU,Luxembourg,2022,,4302.86,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),LU,Luxembourg,2023,,4566.95,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),LU,Luxembourg,2024,,4971.55,,p,provisional,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),LV,Latvia,2013,,902.37,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),LV,Latvia,2014,,941.48,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),LV,Latvia,2015,,1029.04,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),LV,Latvia,2016,,1142.69,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),LV,Latvia,2017,,1180.8,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),LV,Latvia,2018,,1298.09,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),LV,Latvia,2019,,1436.47,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),LV,Latvia,2020,,1563.31,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),LV,Latvia,2021,,2242.32,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),LV,Latvia,2022,,2033.58,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),LV,Latvia,2023,,1970.86,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),MT,Malta,2014,,2186.58,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),MT,Malta,2015,,2360.06,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),MT,Malta,2016,,2448.49,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),MT,Malta,2017,,2578.77,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),MT,Malta,2018,,2635.06,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),MT,Malta,2019,,2958.11,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),MT,Malta,2020,,3026.31,,p,provisional,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),MT,Malta,2021,,3322.31,,p,provisional,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),MT,Malta,2022,,3363.1,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),MT,Malta,2023,,3562.59,,p,provisional,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),NL,Netherlands,2013,,3613.28,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),NL,Netherlands,2014,,3611.26,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),NL,Netherlands,2015,,3609.53,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),NL,Netherlands,2016,,3608.22,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),NL,Netherlands,2017,,3700.57,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),NL,Netherlands,2018,,3824.1,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),NL,Netherlands,2019,,3932.68,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),NL,Netherlands,2020,,4238.31,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),NL,Netherlands,2021,,4694.01,,b,break in time series,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),NL,Netherlands,2022,,4718.77,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),NL,Netherlands,2023,,4848.1,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),NL,Netherlands,2024,,5210.04,,p,provisional,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),PL,Poland,2013,,1226.06,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),PL,Poland,2014,,1234.64,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),PL,Poland,2015,,1320.52,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),PL,Poland,2016,,1379.58,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),PL,Poland,2017,,1452.91,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),PL,Poland,2018,,1469.47,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),PL,Poland,2019,,1591.86,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),PL,Poland,2020,,1632.82,,p,provisional,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),PL,Poland,2021,,1765.45,,p,provisional,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),PL,Poland,2022,,1967.06,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),PL,Poland,2023,,2240.33,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),PL,Poland,2024,,2657.58,,p,provisional,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),PT,Portugal,2013,,1834.68,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),PT,Portugal,2014,,1853.78,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),PT,Portugal,2015,,1926.36,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),PT,Portugal,2016,,1987.37,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),PT,Portugal,2017,,2039.27,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),PT,Portugal,2018,,2175.42,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),PT,Portugal,2019,,2268.81,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),PT,Portugal,2020,,2312.19,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),PT,Portugal,2021,,2699.35,,b,break in time series,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),PT,Portugal,2022,,2884.01,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),PT,Portugal,2023,,3000.67,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),PT,Portugal,2024,,3211.29,,p,provisional,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),RO,Romania,2013,,759.54,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),RO,Romania,2014,,766.81,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),RO,Romania,2015,,796.57,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),RO,Romania,2016,,885.77,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),RO,Romania,2017,,995.87,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),RO,Romania,2018,,1157.44,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),RO,Romania,2019,,1311.34,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),RO,Romania,2020,,1442.91,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),RO,Romania,2021,,1645.78,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),RO,Romania,2022,,1612.63,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),RO,Romania,2023,,1775.64,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),SI,Slovenia,2014,,1828.92,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),SI,Slovenia,2015,,1889.55,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),SI,Slovenia,2016,,1938.86,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),SI,Slovenia,2017,,1995.21,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),SI,Slovenia,2018,,2124.08,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),SI,Slovenia,2019,,2286.71,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),SI,Slovenia,2020,,2443.22,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),SI,Slovenia,2021,,2697.37,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),SI,Slovenia,2022,,2955.73,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),SI,Slovenia,2023,,3120.92,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),SI,Slovenia,2024,,3417.14,,p,provisional,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),SK,Slovakia,2013,,1580.43,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),SK,Slovakia,2014,,1471.06,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),SK,Slovakia,2015,,1508.49,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),SK,Slovakia,2016,,1444.19,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),SK,Slovakia,2017,,1390.74,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),SK,Slovakia,2018,,1401.34,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),SK,Slovakia,2019,,1519.28,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),SK,Slovakia,2020,,1592.95,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),SK,Slovakia,2021,,1874.57,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),SK,Slovakia,2022,,1962.55,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),SK,Slovakia,2023,,2088.17,,,,,
